"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"South Carolina"	"45"	"2007"	"2007"	"March"	"3"	5143
	"South Carolina"	"45"	"2007"	"2007"	"April"	"4"	4940
	"South Carolina"	"45"	"2007"	"2007"	"May"	"5"	5225
	"South Carolina"	"45"	"2007"	"2007"	"June"	"6"	5057
	"South Carolina"	"45"	"2007"	"2007"	"July"	"7"	5411
	"South Carolina"	"45"	"2007"	"2007"	"August"	"8"	5544
	"South Carolina"	"45"	"2007"	"2007"	"September"	"9"	5315
	"South Carolina"	"45"	"2007"	"2007"	"October"	"10"	5303
	"South Carolina"	"45"	"2007"	"2007"	"November"	"11"	5234
	"South Carolina"	"45"	"2007"	"2007"	"December"	"12"	5408
	"South Carolina"	"45"	"2008"	"2008"	"January"	"1"	5375
	"South Carolina"	"45"	"2008"	"2008"	"February"	"2"	5147
	"South Carolina"	"45"	"2008"	"2008"	"March"	"3"	5161
	"South Carolina"	"45"	"2008"	"2008"	"April"	"4"	5067
	"South Carolina"	"45"	"2008"	"2008"	"May"	"5"	5026
	"South Carolina"	"45"	"2008"	"2008"	"June"	"6"	5022
	"South Carolina"	"45"	"2008"	"2008"	"July"	"7"	5584
	"South Carolina"	"45"	"2008"	"2008"	"August"	"8"	5499
	"South Carolina"	"45"	"2008"	"2008"	"September"	"9"	5437
	"South Carolina"	"45"	"2008"	"2008"	"October"	"10"	5397
	"South Carolina"	"45"	"2008"	"2008"	"November"	"11"	4891
	"South Carolina"	"45"	"2008"	"2008"	"December"	"12"	5465
	"South Carolina"	"45"	"2009"	"2009"	"January"	"1"	5116
	"South Carolina"	"45"	"2009"	"2009"	"February"	"2"	4746
	"South Carolina"	"45"	"2009"	"2009"	"March"	"3"	5196
	"South Carolina"	"45"	"2009"	"2009"	"April"	"4"	4974
	"South Carolina"	"45"	"2009"	"2009"	"May"	"5"	4999
	"South Carolina"	"45"	"2009"	"2009"	"June"	"6"	5095
	"South Carolina"	"45"	"2009"	"2009"	"July"	"7"	5453
	"South Carolina"	"45"	"2009"	"2009"	"August"	"8"	5201
	"South Carolina"	"45"	"2009"	"2009"	"September"	"9"	5181
	"South Carolina"	"45"	"2009"	"2009"	"October"	"10"	5026
	"South Carolina"	"45"	"2009"	"2009"	"November"	"11"	4522
	"South Carolina"	"45"	"2009"	"2009"	"December"	"12"	5111
	"South Carolina"	"45"	"2010"	"2010"	"January"	"1"	4919
	"South Carolina"	"45"	"2010"	"2010"	"February"	"2"	4429
	"South Carolina"	"45"	"2010"	"2010"	"March"	"3"	4912
	"South Carolina"	"45"	"2010"	"2010"	"April"	"4"	4642
	"South Carolina"	"45"	"2010"	"2010"	"May"	"5"	4680
	"South Carolina"	"45"	"2010"	"2010"	"June"	"6"	4838
	"South Carolina"	"45"	"2010"	"2010"	"July"	"7"	4976
	"South Carolina"	"45"	"2010"	"2010"	"August"	"8"	5051
	"South Carolina"	"45"	"2010"	"2010"	"September"	"9"	5189
	"South Carolina"	"45"	"2010"	"2010"	"October"	"10"	4960
	"South Carolina"	"45"	"2010"	"2010"	"November"	"11"	4708
	"South Carolina"	"45"	"2010"	"2010"	"December"	"12"	5038
	"South Carolina"	"45"	"2011"	"2011"	"January"	"1"	4704
	"South Carolina"	"45"	"2011"	"2011"	"February"	"2"	4342
	"South Carolina"	"45"	"2011"	"2011"	"March"	"3"	4828
	"South Carolina"	"45"	"2011"	"2011"	"April"	"4"	4406
	"South Carolina"	"45"	"2011"	"2011"	"May"	"5"	4481
	"South Carolina"	"45"	"2011"	"2011"	"June"	"6"	4786
	"South Carolina"	"45"	"2011"	"2011"	"July"	"7"	4944
	"South Carolina"	"45"	"2011"	"2011"	"August"	"8"	5275
	"South Carolina"	"45"	"2011"	"2011"	"September"	"9"	5031
	"South Carolina"	"45"	"2011"	"2011"	"October"	"10"	4751
	"South Carolina"	"45"	"2011"	"2011"	"November"	"11"	4843
	"South Carolina"	"45"	"2011"	"2011"	"December"	"12"	5002
	"South Carolina"	"45"	"2012"	"2012"	"January"	"1"	4775
	"South Carolina"	"45"	"2012"	"2012"	"February"	"2"	4543
	"South Carolina"	"45"	"2012"	"2012"	"March"	"3"	4676
	"South Carolina"	"45"	"2012"	"2012"	"April"	"4"	4297
	"South Carolina"	"45"	"2012"	"2012"	"May"	"5"	4722
	"South Carolina"	"45"	"2012"	"2012"	"June"	"6"	4668
	"South Carolina"	"45"	"2012"	"2012"	"July"	"7"	4992
	"South Carolina"	"45"	"2012"	"2012"	"August"	"8"	5129
	"South Carolina"	"45"	"2012"	"2012"	"September"	"9"	4911
	"South Carolina"	"45"	"2012"	"2012"	"October"	"10"	4914
	"South Carolina"	"45"	"2012"	"2012"	"November"	"11"	4785
	"South Carolina"	"45"	"2012"	"2012"	"December"	"12"	4743
	"South Carolina"	"45"	"2013"	"2013"	"January"	"1"	4691
	"South Carolina"	"45"	"2013"	"2013"	"February"	"2"	4174
	"South Carolina"	"45"	"2013"	"2013"	"March"	"3"	4692
	"South Carolina"	"45"	"2013"	"2013"	"April"	"4"	4391
	"South Carolina"	"45"	"2013"	"2013"	"May"	"5"	4649
	"South Carolina"	"45"	"2013"	"2013"	"June"	"6"	4501
	"South Carolina"	"45"	"2013"	"2013"	"July"	"7"	5066
	"South Carolina"	"45"	"2013"	"2013"	"August"	"8"	5149
	"South Carolina"	"45"	"2013"	"2013"	"September"	"9"	4864
	"South Carolina"	"45"	"2013"	"2013"	"October"	"10"	4995
	"South Carolina"	"45"	"2013"	"2013"	"November"	"11"	4607
	"South Carolina"	"45"	"2013"	"2013"	"December"	"12"	5016
	"South Carolina"	"45"	"2014"	"2014"	"January"	"1"	4670
	"South Carolina"	"45"	"2014"	"2014"	"February"	"2"	4367
	"South Carolina"	"45"	"2014"	"2014"	"March"	"3"	4600
	"South Carolina"	"45"	"2014"	"2014"	"April"	"4"	4504
	"South Carolina"	"45"	"2014"	"2014"	"May"	"5"	4766
	"South Carolina"	"45"	"2014"	"2014"	"June"	"6"	4675
	"South Carolina"	"45"	"2014"	"2014"	"July"	"7"	5096
	"South Carolina"	"45"	"2014"	"2014"	"August"	"8"	5107
	"South Carolina"	"45"	"2014"	"2014"	"September"	"9"	5099
	"South Carolina"	"45"	"2014"	"2014"	"October"	"10"	5004
	"South Carolina"	"45"	"2014"	"2014"	"November"	"11"	4647
	"South Carolina"	"45"	"2014"	"2014"	"December"	"12"	5092
	"South Carolina"	"45"	"2015"	"2015"	"January"	"1"	5008
	"South Carolina"	"45"	"2015"	"2015"	"February"	"2"	4404
	"South Carolina"	"45"	"2015"	"2015"	"March"	"3"	4734
	"South Carolina"	"45"	"2015"	"2015"	"April"	"4"	4638
	"South Carolina"	"45"	"2015"	"2015"	"May"	"5"	4667
	"South Carolina"	"45"	"2015"	"2015"	"June"	"6"	4771
	"South Carolina"	"45"	"2015"	"2015"	"July"	"7"	5087
	"South Carolina"	"45"	"2015"	"2015"	"August"	"8"	5134
	"South Carolina"	"45"	"2015"	"2015"	"September"	"9"	5000
	"South Carolina"	"45"	"2015"	"2015"	"October"	"10"	4915
	"South Carolina"	"45"	"2015"	"2015"	"November"	"11"	4629
	"South Carolina"	"45"	"2015"	"2015"	"December"	"12"	5152
	"South Carolina"	"45"	"2016"	"2016"	"January"	"1"	4749
	"South Carolina"	"45"	"2016"	"2016"	"February"	"2"	4473
	"South Carolina"	"45"	"2016"	"2016"	"March"	"3"	4801
	"South Carolina"	"45"	"2016"	"2016"	"April"	"4"	4391
	"South Carolina"	"45"	"2016"	"2016"	"May"	"5"	4662
	"South Carolina"	"45"	"2016"	"2016"	"June"	"6"	4859
	"South Carolina"	"45"	"2016"	"2016"	"July"	"7"	4879
	"South Carolina"	"45"	"2016"	"2016"	"August"	"8"	5208
	"South Carolina"	"45"	"2016"	"2016"	"September"	"9"	4961
	"South Carolina"	"45"	"2016"	"2016"	"October"	"10"	4721
	"South Carolina"	"45"	"2016"	"2016"	"November"	"11"	4762
	"South Carolina"	"45"	"2016"	"2016"	"December"	"12"	4876
	"South Carolina"	"45"	"2017"	"2017"	"January"	"1"	4681
	"South Carolina"	"45"	"2017"	"2017"	"February"	"2"	4310
	"South Carolina"	"45"	"2017"	"2017"	"March"	"3"	4782
	"South Carolina"	"45"	"2017"	"2017"	"April"	"4"	4279
	"South Carolina"	"45"	"2017"	"2017"	"May"	"5"	4639
	"South Carolina"	"45"	"2017"	"2017"	"June"	"6"	4690
	"South Carolina"	"45"	"2017"	"2017"	"July"	"7"	4898
	"South Carolina"	"45"	"2017"	"2017"	"August"	"8"	5353
	"South Carolina"	"45"	"2017"	"2017"	"September"	"9"	5079
	"South Carolina"	"45"	"2017"	"2017"	"October"	"10"	4869
	"South Carolina"	"45"	"2017"	"2017"	"November"	"11"	4738
	"South Carolina"	"45"	"2017"	"2017"	"December"	"12"	4711
	"South Carolina"	"45"	"2018"	"2018"	"January"	"1"	4745
	"South Carolina"	"45"	"2018"	"2018"	"February"	"2"	4165
	"South Carolina"	"45"	"2018"	"2018"	"March"	"3"	4660
	"South Carolina"	"45"	"2018"	"2018"	"April"	"4"	4489
	"South Carolina"	"45"	"2018"	"2018"	"May"	"5"	4744
	"South Carolina"	"45"	"2018"	"2018"	"June"	"6"	4494
	"South Carolina"	"45"	"2018"	"2018"	"July"	"7"	4822
	"South Carolina"	"45"	"2018"	"2018"	"August"	"8"	5156
	"South Carolina"	"45"	"2018"	"2018"	"September"	"9"	4910
	"South Carolina"	"45"	"2018"	"2018"	"October"	"10"	4889
	"South Carolina"	"45"	"2018"	"2018"	"November"	"11"	4719
	"South Carolina"	"45"	"2018"	"2018"	"December"	"12"	4876
	"South Dakota"	"46"	"2007"	"2007"	"January"	"1"	958
	"South Dakota"	"46"	"2007"	"2007"	"February"	"2"	978
	"South Dakota"	"46"	"2007"	"2007"	"March"	"3"	1078
	"South Dakota"	"46"	"2007"	"2007"	"April"	"4"	998
	"South Dakota"	"46"	"2007"	"2007"	"May"	"5"	1106
	"South Dakota"	"46"	"2007"	"2007"	"June"	"6"	1035
	"South Dakota"	"46"	"2007"	"2007"	"July"	"7"	1094
	"South Dakota"	"46"	"2007"	"2007"	"August"	"8"	1045
	"South Dakota"	"46"	"2007"	"2007"	"September"	"9"	988
	"South Dakota"	"46"	"2007"	"2007"	"October"	"10"	1033
	"South Dakota"	"46"	"2007"	"2007"	"November"	"11"	978
	"South Dakota"	"46"	"2007"	"2007"	"December"	"12"	970
	"South Dakota"	"46"	"2008"	"2008"	"January"	"1"	1047
	"South Dakota"	"46"	"2008"	"2008"	"February"	"2"	949
	"South Dakota"	"46"	"2008"	"2008"	"March"	"3"	1027
	"South Dakota"	"46"	"2008"	"2008"	"April"	"4"	1009
	"South Dakota"	"46"	"2008"	"2008"	"May"	"5"	1056
	"South Dakota"	"46"	"2008"	"2008"	"June"	"6"	1036
	"South Dakota"	"46"	"2008"	"2008"	"July"	"7"	1116
	"South Dakota"	"46"	"2008"	"2008"	"August"	"8"	955
	"South Dakota"	"46"	"2008"	"2008"	"September"	"9"	1043
	"South Dakota"	"46"	"2008"	"2008"	"October"	"10"	996
	"South Dakota"	"46"	"2008"	"2008"	"November"	"11"	893
	"South Dakota"	"46"	"2008"	"2008"	"December"	"12"	944
	"South Dakota"	"46"	"2009"	"2009"	"January"	"1"	958
	"South Dakota"	"46"	"2009"	"2009"	"February"	"2"	900
	"South Dakota"	"46"	"2009"	"2009"	"March"	"3"	1044
	"South Dakota"	"46"	"2009"	"2009"	"April"	"4"	1046
	"South Dakota"	"46"	"2009"	"2009"	"May"	"5"	1038
	"South Dakota"	"46"	"2009"	"2009"	"June"	"6"	1071
	"South Dakota"	"46"	"2009"	"2009"	"July"	"7"	1073
	"South Dakota"	"46"	"2009"	"2009"	"August"	"8"	971
	"South Dakota"	"46"	"2009"	"2009"	"September"	"9"	992
	"South Dakota"	"46"	"2009"	"2009"	"October"	"10"	946
	"South Dakota"	"46"	"2009"	"2009"	"November"	"11"	913
	"South Dakota"	"46"	"2009"	"2009"	"December"	"12"	982
	"South Dakota"	"46"	"2010"	"2010"	"January"	"1"	927
	"South Dakota"	"46"	"2010"	"2010"	"February"	"2"	914
	"South Dakota"	"46"	"2010"	"2010"	"March"	"3"	1015
	"South Dakota"	"46"	"2010"	"2010"	"April"	"4"	1056
	"South Dakota"	"46"	"2010"	"2010"	"May"	"5"	1015
	"South Dakota"	"46"	"2010"	"2010"	"June"	"6"	973
	"South Dakota"	"46"	"2010"	"2010"	"July"	"7"	1011
	"South Dakota"	"46"	"2010"	"2010"	"August"	"8"	1015
	"South Dakota"	"46"	"2010"	"2010"	"September"	"9"	995
	"South Dakota"	"46"	"2010"	"2010"	"October"	"10"	978
	"South Dakota"	"46"	"2010"	"2010"	"November"	"11"	941
	"South Dakota"	"46"	"2010"	"2010"	"December"	"12"	971
	"South Dakota"	"46"	"2011"	"2011"	"January"	"1"	910
	"South Dakota"	"46"	"2011"	"2011"	"February"	"2"	919
	"South Dakota"	"46"	"2011"	"2011"	"March"	"3"	1003
	"South Dakota"	"46"	"2011"	"2011"	"April"	"4"	952
	"South Dakota"	"46"	"2011"	"2011"	"May"	"5"	1011
	"South Dakota"	"46"	"2011"	"2011"	"June"	"6"	1093
	"South Dakota"	"46"	"2011"	"2011"	"July"	"7"	1000
	"South Dakota"	"46"	"2011"	"2011"	"August"	"8"	1049
	"South Dakota"	"46"	"2011"	"2011"	"September"	"9"	1026
	"South Dakota"	"46"	"2011"	"2011"	"October"	"10"	987
	"South Dakota"	"46"	"2011"	"2011"	"November"	"11"	937
	"South Dakota"	"46"	"2011"	"2011"	"December"	"12"	959
	"South Dakota"	"46"	"2012"	"2012"	"January"	"1"	939
	"South Dakota"	"46"	"2012"	"2012"	"February"	"2"	890
	"South Dakota"	"46"	"2012"	"2012"	"March"	"3"	1020
	"South Dakota"	"46"	"2012"	"2012"	"April"	"4"	960
	"South Dakota"	"46"	"2012"	"2012"	"May"	"5"	1076
	"South Dakota"	"46"	"2012"	"2012"	"June"	"6"	1065
	"South Dakota"	"46"	"2012"	"2012"	"July"	"7"	1070
	"South Dakota"	"46"	"2012"	"2012"	"August"	"8"	1099
	"South Dakota"	"46"	"2012"	"2012"	"September"	"9"	1054
	"South Dakota"	"46"	"2012"	"2012"	"October"	"10"	966
	"South Dakota"	"46"	"2012"	"2012"	"November"	"11"	990
	"South Dakota"	"46"	"2012"	"2012"	"December"	"12"	975
	"South Dakota"	"46"	"2013"	"2013"	"January"	"1"	937
	"South Dakota"	"46"	"2013"	"2013"	"February"	"2"	919
	"South Dakota"	"46"	"2013"	"2013"	"March"	"3"	1052
	"South Dakota"	"46"	"2013"	"2013"	"April"	"4"	985
	"South Dakota"	"46"	"2013"	"2013"	"May"	"5"	1028
	"South Dakota"	"46"	"2013"	"2013"	"June"	"6"	982
	"South Dakota"	"46"	"2013"	"2013"	"July"	"7"	1142
	"South Dakota"	"46"	"2013"	"2013"	"August"	"8"	1122
	"South Dakota"	"46"	"2013"	"2013"	"September"	"9"	1031
	"South Dakota"	"46"	"2013"	"2013"	"October"	"10"	1011
	"South Dakota"	"46"	"2013"	"2013"	"November"	"11"	993
	"South Dakota"	"46"	"2013"	"2013"	"December"	"12"	1046
	"South Dakota"	"46"	"2014"	"2014"	"January"	"1"	1024
	"South Dakota"	"46"	"2014"	"2014"	"February"	"2"	925
	"South Dakota"	"46"	"2014"	"2014"	"March"	"3"	1047
	"South Dakota"	"46"	"2014"	"2014"	"April"	"4"	1070
	"South Dakota"	"46"	"2014"	"2014"	"May"	"5"	1012
	"South Dakota"	"46"	"2014"	"2014"	"June"	"6"	1029
	"South Dakota"	"46"	"2014"	"2014"	"July"	"7"	1112
	"South Dakota"	"46"	"2014"	"2014"	"August"	"8"	1067
	"South Dakota"	"46"	"2014"	"2014"	"September"	"9"	1042
	"South Dakota"	"46"	"2014"	"2014"	"October"	"10"	989
	"South Dakota"	"46"	"2014"	"2014"	"November"	"11"	967
	"South Dakota"	"46"	"2014"	"2014"	"December"	"12"	999
	"South Dakota"	"46"	"2015"	"2015"	"January"	"1"	990
	"South Dakota"	"46"	"2015"	"2015"	"February"	"2"	893
	"South Dakota"	"46"	"2015"	"2015"	"March"	"3"	1042
	"South Dakota"	"46"	"2015"	"2015"	"April"	"4"	1037
	"South Dakota"	"46"	"2015"	"2015"	"May"	"5"	1035
	"South Dakota"	"46"	"2015"	"2015"	"June"	"6"	1097
	"South Dakota"	"46"	"2015"	"2015"	"July"	"7"	1108
	"South Dakota"	"46"	"2015"	"2015"	"August"	"8"	1067
	"South Dakota"	"46"	"2015"	"2015"	"September"	"9"	1063
	"South Dakota"	"46"	"2015"	"2015"	"October"	"10"	1086
	"South Dakota"	"46"	"2015"	"2015"	"November"	"11"	966
	"South Dakota"	"46"	"2015"	"2015"	"December"	"12"	952
	"South Dakota"	"46"	"2016"	"2016"	"January"	"1"	988
	"South Dakota"	"46"	"2016"	"2016"	"February"	"2"	926
	"South Dakota"	"46"	"2016"	"2016"	"March"	"3"	1041
	"South Dakota"	"46"	"2016"	"2016"	"April"	"4"	992
	"South Dakota"	"46"	"2016"	"2016"	"May"	"5"	1025
	"South Dakota"	"46"	"2016"	"2016"	"June"	"6"	1018
	"South Dakota"	"46"	"2016"	"2016"	"July"	"7"	1074
	"South Dakota"	"46"	"2016"	"2016"	"August"	"8"	1089
	"South Dakota"	"46"	"2016"	"2016"	"September"	"9"	1092
	"South Dakota"	"46"	"2016"	"2016"	"October"	"10"	996
	"South Dakota"	"46"	"2016"	"2016"	"November"	"11"	1006
	"South Dakota"	"46"	"2016"	"2016"	"December"	"12"	1028
	"South Dakota"	"46"	"2017"	"2017"	"January"	"1"	948
	"South Dakota"	"46"	"2017"	"2017"	"February"	"2"	923
	"South Dakota"	"46"	"2017"	"2017"	"March"	"3"	1016
	"South Dakota"	"46"	"2017"	"2017"	"April"	"4"	960
	"South Dakota"	"46"	"2017"	"2017"	"May"	"5"	1073
	"South Dakota"	"46"	"2017"	"2017"	"June"	"6"	1059
	"South Dakota"	"46"	"2017"	"2017"	"July"	"7"	1089
	"South Dakota"	"46"	"2017"	"2017"	"August"	"8"	1120
	"South Dakota"	"46"	"2017"	"2017"	"September"	"9"	1021
	"South Dakota"	"46"	"2017"	"2017"	"October"	"10"	1038
	"South Dakota"	"46"	"2017"	"2017"	"November"	"11"	945
	"South Dakota"	"46"	"2017"	"2017"	"December"	"12"	942
	"South Dakota"	"46"	"2018"	"2018"	"January"	"1"	999
	"South Dakota"	"46"	"2018"	"2018"	"February"	"2"	859
	"South Dakota"	"46"	"2018"	"2018"	"March"	"3"	1048
	"South Dakota"	"46"	"2018"	"2018"	"April"	"4"	1000
	"South Dakota"	"46"	"2018"	"2018"	"May"	"5"	1061
	"South Dakota"	"46"	"2018"	"2018"	"June"	"6"	1032
	"South Dakota"	"46"	"2018"	"2018"	"July"	"7"	1020
	"South Dakota"	"46"	"2018"	"2018"	"August"	"8"	1010
	"South Dakota"	"46"	"2018"	"2018"	"September"	"9"	993
	"South Dakota"	"46"	"2018"	"2018"	"October"	"10"	1016
	"South Dakota"	"46"	"2018"	"2018"	"November"	"11"	908
	"South Dakota"	"46"	"2018"	"2018"	"December"	"12"	947
	"Tennessee"	"47"	"2007"	"2007"	"January"	"1"	7173
	"Tennessee"	"47"	"2007"	"2007"	"February"	"2"	6528
	"Tennessee"	"47"	"2007"	"2007"	"March"	"3"	7137
	"Tennessee"	"47"	"2007"	"2007"	"April"	"4"	6636
	"Tennessee"	"47"	"2007"	"2007"	"May"	"5"	7170
	"Tennessee"	"47"	"2007"	"2007"	"June"	"6"	7261
	"Tennessee"	"47"	"2007"	"2007"	"July"	"7"	7654
	"Tennessee"	"47"	"2007"	"2007"	"August"	"8"	7930
	"Tennessee"	"47"	"2007"	"2007"	"September"	"9"	7428
	"Tennessee"	"47"	"2007"	"2007"	"October"	"10"	7446
	"Tennessee"	"47"	"2007"	"2007"	"November"	"11"	7115
	"Tennessee"	"47"	"2007"	"2007"	"December"	"12"	7233
	"Tennessee"	"47"	"2008"	"2008"	"January"	"1"	7349
	"Tennessee"	"47"	"2008"	"2008"	"February"	"2"	6981
	"Tennessee"	"47"	"2008"	"2008"	"March"	"3"	7044
	"Tennessee"	"47"	"2008"	"2008"	"April"	"4"	6883
	"Tennessee"	"47"	"2008"	"2008"	"May"	"5"	7041
	"Tennessee"	"47"	"2008"	"2008"	"June"	"6"	6926
	"Tennessee"	"47"	"2008"	"2008"	"July"	"7"	7546
	"Tennessee"	"47"	"2008"	"2008"	"August"	"8"	7483
	"Tennessee"	"47"	"2008"	"2008"	"September"	"9"	7535
	"Tennessee"	"47"	"2008"	"2008"	"October"	"10"	7196
	"Tennessee"	"47"	"2008"	"2008"	"November"	"11"	6421
	"Tennessee"	"47"	"2008"	"2008"	"December"	"12"	7155
	"Tennessee"	"47"	"2009"	"2009"	"January"	"1"	6821
	"Tennessee"	"47"	"2009"	"2009"	"February"	"2"	6215
	"Tennessee"	"47"	"2009"	"2009"	"March"	"3"	6941
	"Tennessee"	"47"	"2009"	"2009"	"April"	"4"	6641
	"Tennessee"	"47"	"2009"	"2009"	"May"	"5"	6736
	"Tennessee"	"47"	"2009"	"2009"	"June"	"6"	6867
	"Tennessee"	"47"	"2009"	"2009"	"July"	"7"	7403
	"Tennessee"	"47"	"2009"	"2009"	"August"	"8"	7141
	"Tennessee"	"47"	"2009"	"2009"	"September"	"9"	7239
	"Tennessee"	"47"	"2009"	"2009"	"October"	"10"	6909
	"Tennessee"	"47"	"2009"	"2009"	"November"	"11"	6417
	"Tennessee"	"47"	"2009"	"2009"	"December"	"12"	6881
	"Tennessee"	"47"	"2010"	"2010"	"January"	"1"	6447
	"Tennessee"	"47"	"2010"	"2010"	"February"	"2"	6098
	"Tennessee"	"47"	"2010"	"2010"	"March"	"3"	6756
	"Tennessee"	"47"	"2010"	"2010"	"April"	"4"	6602
	"Tennessee"	"47"	"2010"	"2010"	"May"	"5"	6425
	"Tennessee"	"47"	"2010"	"2010"	"June"	"6"	6648
	"Tennessee"	"47"	"2010"	"2010"	"July"	"7"	6798
	"Tennessee"	"47"	"2010"	"2010"	"August"	"8"	6787
	"Tennessee"	"47"	"2010"	"2010"	"September"	"9"	6985
	"Tennessee"	"47"	"2010"	"2010"	"October"	"10"	6668
	"Tennessee"	"47"	"2010"	"2010"	"November"	"11"	6442
	"Tennessee"	"47"	"2010"	"2010"	"December"	"12"	6839
	"Tennessee"	"47"	"2011"	"2011"	"January"	"1"	6410
	"Tennessee"	"47"	"2011"	"2011"	"February"	"2"	5985
	"Tennessee"	"47"	"2011"	"2011"	"March"	"3"	6540
	"Tennessee"	"47"	"2011"	"2011"	"April"	"4"	6020
	"Tennessee"	"47"	"2011"	"2011"	"May"	"5"	6428
	"Tennessee"	"47"	"2011"	"2011"	"June"	"6"	6728
	"Tennessee"	"47"	"2011"	"2011"	"July"	"7"	7005
	"Tennessee"	"47"	"2011"	"2011"	"August"	"8"	7412
	"Tennessee"	"47"	"2011"	"2011"	"September"	"9"	6943
	"Tennessee"	"47"	"2011"	"2011"	"October"	"10"	6491
	"Tennessee"	"47"	"2011"	"2011"	"November"	"11"	6751
	"Tennessee"	"47"	"2011"	"2011"	"December"	"12"	6875
	"Tennessee"	"47"	"2012"	"2012"	"January"	"1"	6539
	"Tennessee"	"47"	"2012"	"2012"	"February"	"2"	6316
	"Tennessee"	"47"	"2012"	"2012"	"March"	"3"	6645
	"Tennessee"	"47"	"2012"	"2012"	"April"	"4"	6006
	"Tennessee"	"47"	"2012"	"2012"	"May"	"5"	6585
	"Tennessee"	"47"	"2012"	"2012"	"June"	"6"	6759
	"Tennessee"	"47"	"2012"	"2012"	"July"	"7"	7153
	"Tennessee"	"47"	"2012"	"2012"	"August"	"8"	7409
	"Tennessee"	"47"	"2012"	"2012"	"September"	"9"	6709
	"Tennessee"	"47"	"2012"	"2012"	"October"	"10"	7043
	"Tennessee"	"47"	"2012"	"2012"	"November"	"11"	6571
	"Tennessee"	"47"	"2012"	"2012"	"December"	"12"	6636
	"Tennessee"	"47"	"2013"	"2013"	"January"	"1"	6691
	"Tennessee"	"47"	"2013"	"2013"	"February"	"2"	5982
	"Tennessee"	"47"	"2013"	"2013"	"March"	"3"	6579
	"Tennessee"	"47"	"2013"	"2013"	"April"	"4"	6412
	"Tennessee"	"47"	"2013"	"2013"	"May"	"5"	6652
	"Tennessee"	"47"	"2013"	"2013"	"June"	"6"	6442
	"Tennessee"	"47"	"2013"	"2013"	"July"	"7"	7157
	"Tennessee"	"47"	"2013"	"2013"	"August"	"8"	7194
	"Tennessee"	"47"	"2013"	"2013"	"September"	"9"	6786
	"Tennessee"	"47"	"2013"	"2013"	"October"	"10"	6784
	"Tennessee"	"47"	"2013"	"2013"	"November"	"11"	6455
	"Tennessee"	"47"	"2013"	"2013"	"December"	"12"	6858
	"Tennessee"	"47"	"2014"	"2014"	"January"	"1"	6649
	"Tennessee"	"47"	"2014"	"2014"	"February"	"2"	6292
	"Tennessee"	"47"	"2014"	"2014"	"March"	"3"	6527
	"Tennessee"	"47"	"2014"	"2014"	"April"	"4"	6504
	"Tennessee"	"47"	"2014"	"2014"	"May"	"5"	6644
	"Tennessee"	"47"	"2014"	"2014"	"June"	"6"	6606
	"Tennessee"	"47"	"2014"	"2014"	"July"	"7"	7330
	"Tennessee"	"47"	"2014"	"2014"	"August"	"8"	7226
	"Tennessee"	"47"	"2014"	"2014"	"September"	"9"	7180
	"Tennessee"	"47"	"2014"	"2014"	"October"	"10"	7052
	"Tennessee"	"47"	"2014"	"2014"	"November"	"11"	6500
	"Tennessee"	"47"	"2014"	"2014"	"December"	"12"	7092
	"Tennessee"	"47"	"2015"	"2015"	"January"	"1"	6751
	"Tennessee"	"47"	"2015"	"2015"	"February"	"2"	6188
	"Tennessee"	"47"	"2015"	"2015"	"March"	"3"	6770
	"Tennessee"	"47"	"2015"	"2015"	"April"	"4"	6509
	"Tennessee"	"47"	"2015"	"2015"	"May"	"5"	6559
	"Tennessee"	"47"	"2015"	"2015"	"June"	"6"	6729
	"Tennessee"	"47"	"2015"	"2015"	"July"	"7"	7293
	"Tennessee"	"47"	"2015"	"2015"	"August"	"8"	7129
	"Tennessee"	"47"	"2015"	"2015"	"September"	"9"	7231
	"Tennessee"	"47"	"2015"	"2015"	"October"	"10"	6865
	"Tennessee"	"47"	"2015"	"2015"	"November"	"11"	6713
	"Tennessee"	"47"	"2015"	"2015"	"December"	"12"	6948
	"Tennessee"	"47"	"2016"	"2016"	"January"	"1"	6485
	"Tennessee"	"47"	"2016"	"2016"	"February"	"2"	6267
	"Tennessee"	"47"	"2016"	"2016"	"March"	"3"	6651
	"Tennessee"	"47"	"2016"	"2016"	"April"	"4"	6401
	"Tennessee"	"47"	"2016"	"2016"	"May"	"5"	6613
	"Tennessee"	"47"	"2016"	"2016"	"June"	"6"	6892
	"Tennessee"	"47"	"2016"	"2016"	"July"	"7"	6989
	"Tennessee"	"47"	"2016"	"2016"	"August"	"8"	7306
	"Tennessee"	"47"	"2016"	"2016"	"September"	"9"	7048
	"Tennessee"	"47"	"2016"	"2016"	"October"	"10"	6879
	"Tennessee"	"47"	"2016"	"2016"	"November"	"11"	6578
	"Tennessee"	"47"	"2016"	"2016"	"December"	"12"	6698
	"Tennessee"	"47"	"2017"	"2017"	"January"	"1"	6650
	"Tennessee"	"47"	"2017"	"2017"	"February"	"2"	6204
	"Tennessee"	"47"	"2017"	"2017"	"March"	"3"	6610
	"Tennessee"	"47"	"2017"	"2017"	"April"	"4"	6057
	"Tennessee"	"47"	"2017"	"2017"	"May"	"5"	6623
	"Tennessee"	"47"	"2017"	"2017"	"June"	"6"	6661
