year,location,month,month.number,births,location.type
2011,Paraná,Aug,8,12685,state
2011,Paraná,Sept,9,12053,state
2011,Paraná,Oct,10,11372,state
2011,Paraná,Nov,11,11202,state
2011,Paraná,Dec,12,12313,state
2012,Paraná,Jan,1,12912,state
2012,Paraná,Feb,2,12719,state
2012,Paraná,Mar,3,14422,state
2012,Paraná,Apr,4,12957,state
2012,Paraná,May,5,13474,state
2012,Paraná,Jun,6,12830,state
2012,Paraná,Jul,7,12998,state
2012,Paraná,Aug,8,12718,state
2012,Paraná,Sept,9,12267,state
2012,Paraná,Oct,10,12506,state
2012,Paraná,Nov,11,11632,state
2012,Paraná,Dec,12,12510,state
2013,Paraná,Jan,1,13458,state
2013,Paraná,Feb,2,12781,state
2013,Paraná,Mar,3,13617,state
2013,Paraná,Apr,4,14065,state
2013,Paraná,May,5,13522,state
2013,Paraná,Jun,6,12772,state
2013,Paraná,Jul,7,13130,state
2013,Paraná,Aug,8,12611,state
2013,Paraná,Sept,9,12303,state
2013,Paraná,Oct,10,12523,state
2013,Paraná,Nov,11,11941,state
2013,Paraná,Dec,12,13035,state
2014,Paraná,Jan,1,14100,state
2014,Paraná,Feb,2,13142,state
2014,Paraná,Mar,3,14016,state
2014,Paraná,Apr,4,13788,state
2014,Paraná,May,5,14131,state
2014,Paraná,Jun,6,13237,state
2014,Paraná,Jul,7,13985,state
2014,Paraná,Aug,8,12932,state
2014,Paraná,Sept,9,13066,state
2014,Paraná,Oct,10,12162,state
2014,Paraná,Nov,11,11939,state
2014,Paraná,Dec,12,13417,state
2015,Paraná,Jan,1,14165,state
2015,Paraná,Feb,2,12968,state
2015,Paraná,Mar,3,14932,state
2015,Paraná,Apr,4,14112,state
2015,Paraná,May,5,14322,state
2015,Paraná,Jun,6,13375,state
2015,Paraná,Jul,7,13350,state
2015,Paraná,Aug,8,12869,state
2015,Paraná,Sept,9,13057,state
2015,Paraná,Oct,10,12238,state
2015,Paraná,Nov,11,12212,state
2015,Paraná,Dec,12,13347,state
2016,Paraná,Jan,1,13891,state
2016,Paraná,Feb,2,13557,state
2016,Paraná,Mar,3,14403,state
2016,Paraná,Apr,4,13877,state
2016,Paraná,May,5,14001,state
2016,Paraná,Jun,6,12991,state
2000,Pernambuco,Jan,1,13279,state
2000,Pernambuco,Feb,2,13013,state
2000,Pernambuco,Mar,3,14618,state
2000,Pernambuco,Apr,4,14612,state
2000,Pernambuco,May,5,15156,state
2000,Pernambuco,Jun,6,14255,state
2000,Pernambuco,Jul,7,13849,state
2000,Pernambuco,Aug,8,13378,state
2000,Pernambuco,Sept,9,13325,state
2000,Pernambuco,Oct,10,13272,state
2000,Pernambuco,Nov,11,12227,state
2000,Pernambuco,Dec,12,12421,state
2001,Pernambuco,Jan,1,13272,state
2001,Pernambuco,Feb,2,12117,state
2001,Pernambuco,Mar,3,14596,state
2001,Pernambuco,Apr,4,14303,state
2001,Pernambuco,May,5,15031,state
2001,Pernambuco,Jun,6,13830,state
2001,Pernambuco,Jul,7,13863,state
2001,Pernambuco,Aug,8,13315,state
2001,Pernambuco,Sept,9,13398,state
2001,Pernambuco,Oct,10,14032,state
2001,Pernambuco,Nov,11,13140,state
2001,Pernambuco,Dec,12,13207,state
2002,Pernambuco,Jan,1,14095,state
2002,Pernambuco,Feb,2,12796,state
2002,Pernambuco,Mar,3,14252,state
2002,Pernambuco,Apr,4,13913,state
2002,Pernambuco,May,5,14209,state
2002,Pernambuco,Jun,6,13406,state
2002,Pernambuco,Jul,7,13075,state
2002,Pernambuco,Aug,8,12057,state
2002,Pernambuco,Sept,9,12129,state
2002,Pernambuco,Oct,10,12101,state
2002,Pernambuco,Nov,11,11679,state
2002,Pernambuco,Dec,12,12341,state
2003,Pernambuco,Jan,1,12864,state
2003,Pernambuco,Feb,2,12485,state
2003,Pernambuco,Mar,3,14679,state
2003,Pernambuco,Apr,4,13923,state
2003,Pernambuco,May,5,14252,state
2003,Pernambuco,Jun,6,13209,state
2003,Pernambuco,Jul,7,12781,state
2003,Pernambuco,Aug,8,12124,state
2003,Pernambuco,Sept,9,11449,state
2003,Pernambuco,Oct,10,11093,state
2003,Pernambuco,Nov,11,11456,state
2003,Pernambuco,Dec,12,11362,state
2004,Pernambuco,Jan,1,11928,state
2004,Pernambuco,Feb,2,11982,state
2004,Pernambuco,Mar,3,14153,state
2004,Pernambuco,Apr,4,13887,state
2004,Pernambuco,May,5,14027,state
2004,Pernambuco,Jun,6,13069,state
2004,Pernambuco,Jul,7,12692,state
2004,Pernambuco,Aug,8,12189,state
2004,Pernambuco,Sept,9,12428,state
2004,Pernambuco,Oct,10,11689,state
2004,Pernambuco,Nov,11,10637,state
2004,Pernambuco,Dec,12,10950,state
2005,Pernambuco,Jan,1,12181,state
2005,Pernambuco,Feb,2,11613,state
2005,Pernambuco,Mar,3,13911,state
2005,Pernambuco,Apr,4,13502,state
2005,Pernambuco,May,5,14050,state
2005,Pernambuco,Jun,6,13439,state
2005,Pernambuco,Jul,7,13111,state
2005,Pernambuco,Aug,8,12746,state
2005,Pernambuco,Sept,9,12837,state
2005,Pernambuco,Oct,10,12206,state
2005,Pernambuco,Nov,11,11517,state
2005,Pernambuco,Dec,12,10982,state
2006,Pernambuco,Jan,1,11447,state
2006,Pernambuco,Feb,2,11036,state
2006,Pernambuco,Mar,3,13358,state
2006,Pernambuco,Apr,4,12909,state
2006,Pernambuco,May,5,13776,state
2006,Pernambuco,Jun,6,12743,state
2006,Pernambuco,Jul,7,12477,state
2006,Pernambuco,Aug,8,12316,state
2006,Pernambuco,Sept,9,12127,state
2006,Pernambuco,Oct,10,12124,state
2006,Pernambuco,Nov,11,11144,state
2006,Pernambuco,Dec,12,10651,state
2007,Pernambuco,Jan,1,11149,state
2007,Pernambuco,Feb,2,10442,state
2007,Pernambuco,Mar,3,13256,state
2007,Pernambuco,Apr,4,12669,state
2007,Pernambuco,May,5,13456,state
2007,Pernambuco,Jun,6,12649,state
2007,Pernambuco,Jul,7,12398,state
2007,Pernambuco,Aug,8,12005,state
2007,Pernambuco,Sept,9,11741,state
2007,Pernambuco,Oct,10,11483,state
2007,Pernambuco,Nov,11,10743,state
2007,Pernambuco,Dec,12,11104,state
2008,Pernambuco,Jan,1,11492,state
2008,Pernambuco,Feb,2,11118,state
2008,Pernambuco,Mar,3,12582,state
2008,Pernambuco,Apr,4,12854,state
2008,Pernambuco,May,5,13042,state
2008,Pernambuco,Jun,6,12122,state
2008,Pernambuco,Jul,7,12875,state
2008,Pernambuco,Aug,8,12192,state
2008,Pernambuco,Sept,9,12376,state
2008,Pernambuco,Oct,10,12049,state
2008,Pernambuco,Nov,11,10920,state
2008,Pernambuco,Dec,12,11573,state
2009,Pernambuco,Jan,1,11530,state
2009,Pernambuco,Feb,2,10844,state
2009,Pernambuco,Mar,3,13687,state
2009,Pernambuco,Apr,4,12709,state
2009,Pernambuco,May,5,12535,state
2009,Pernambuco,Jun,6,11987,state
2009,Pernambuco,Jul,7,11597,state
2009,Pernambuco,Aug,8,11560,state
2009,Pernambuco,Sept,9,11960,state
2009,Pernambuco,Oct,10,11620,state
2009,Pernambuco,Nov,11,10796,state
2009,Pernambuco,Dec,12,10990,state
2010,Pernambuco,Jan,1,10752,state
2010,Pernambuco,Feb,2,10229,state
2010,Pernambuco,Mar,3,12733,state
2010,Pernambuco,Apr,4,12140,state
2010,Pernambuco,May,5,12641,state
2010,Pernambuco,Jun,6,11091,state
2010,Pernambuco,Jul,7,11466,state
2010,Pernambuco,Aug,8,11362,state
2010,Pernambuco,Sept,9,11670,state
2010,Pernambuco,Oct,10,11297,state
2010,Pernambuco,Nov,11,10518,state
2010,Pernambuco,Dec,12,10692,state
2011,Pernambuco,Jan,1,10446,state
2011,Pernambuco,Feb,2,10394,state
2011,Pernambuco,Mar,3,12761,state
2011,Pernambuco,Apr,4,12350,state
2011,Pernambuco,May,5,13336,state
2011,Pernambuco,Jun,6,12550,state
2011,Pernambuco,Jul,7,11952,state
2011,Pernambuco,Aug,8,11777,state
2011,Pernambuco,Sept,9,11363,state
2011,Pernambuco,Oct,10,11336,state
2011,Pernambuco,Nov,11,10974,state
2011,Pernambuco,Dec,12,10840,state
2012,Pernambuco,Jan,1,11317,state
2012,Pernambuco,Feb,2,11424,state
2012,Pernambuco,Mar,3,12885,state
2012,Pernambuco,Apr,4,11968,state
2012,Pernambuco,May,5,13017,state
2012,Pernambuco,Jun,6,12032,state
2012,Pernambuco,Jul,7,11749,state
2012,Pernambuco,Aug,8,11547,state
2012,Pernambuco,Sept,9,11327,state
2012,Pernambuco,Oct,10,11600,state
2012,Pernambuco,Nov,11,11183,state
2012,Pernambuco,Dec,12,11333,state
2013,Pernambuco,Jan,1,11799,state
2013,Pernambuco,Feb,2,10857,state
2013,Pernambuco,Mar,3,12486,state
2013,Pernambuco,Apr,4,12358,state
2013,Pernambuco,May,5,13101,state
2013,Pernambuco,Jun,6,12316,state
2013,Pernambuco,Jul,7,12209,state
2013,Pernambuco,Aug,8,11549,state
2013,Pernambuco,Sept,9,11706,state
2013,Pernambuco,Oct,10,11552,state
2013,Pernambuco,Nov,11,10593,state
2013,Pernambuco,Dec,12,10927,state
2014,Pernambuco,Jan,1,11394,state
2014,Pernambuco,Feb,2,10820,state
2014,Pernambuco,Mar,3,12672,state
2014,Pernambuco,Apr,4,12746,state
2014,Pernambuco,May,5,12771,state
2014,Pernambuco,Jun,6,12014,state
2014,Pernambuco,Jul,7,12365,state
2014,Pernambuco,Aug,8,12245,state
2014,Pernambuco,Sept,9,11971,state
2014,Pernambuco,Oct,10,11923,state
2014,Pernambuco,Nov,11,11097,state
2014,Pernambuco,Dec,12,11471,state
2015,Pernambuco,Jan,1,11689,state
2015,Pernambuco,Feb,2,11171,state
2015,Pernambuco,Mar,3,13314,state
2015,Pernambuco,Apr,4,12933,state
2015,Pernambuco,May,5,13036,state
2015,Pernambuco,Jun,6,12244,state
2015,Pernambuco,Jul,7,12431,state
2015,Pernambuco,Aug,8,11892,state
2015,Pernambuco,Sept,9,12255,state
2015,Pernambuco,Oct,10,11869,state
2015,Pernambuco,Nov,11,11089,state
2015,Pernambuco,Dec,12,11101,state
2016,Pernambuco,Jan,1,10941,state
2016,Pernambuco,Feb,2,11025,state
2016,Pernambuco,Mar,3,12791,state
2016,Pernambuco,Apr,4,12205,state
2016,Pernambuco,May,5,12891,state
2016,Pernambuco,Jun,6,11930,state
2000,Piauí,Jan,1,4780,state
2000,Piauí,Feb,2,4611,state
2000,Piauí,Mar,3,4985,state
2000,Piauí,Apr,4,5126,state
2000,Piauí,May,5,5159,state
2000,Piauí,Jun,6,4754,state
2000,Piauí,Jul,7,4925,state
2000,Piauí,Aug,8,4956,state
2000,Piauí,Sept,9,5105,state
2000,Piauí,Oct,10,5065,state
2000,Piauí,Nov,11,4658,state
2000,Piauí,Dec,12,4491,state
2001,Piauí,Jan,1,4825,state
2001,Piauí,Feb,2,4246,state
2001,Piauí,Mar,3,5088,state
2001,Piauí,Apr,4,4965,state
2001,Piauí,May,5,5199,state
2001,Piauí,Jun,6,5157,state
2001,Piauí,Jul,7,4957,state
2001,Piauí,Aug,8,5017,state
2001,Piauí,Sept,9,5048,state
2001,Piauí,Oct,10,4853,state
2001,Piauí,Nov,11,4751,state
2001,Piauí,Dec,12,4482,state
2002,Piauí,Jan,1,4977,state
2002,Piauí,Feb,2,4311,state
2002,Piauí,Mar,3,4494,state
2002,Piauí,Apr,4,4869,state
2002,Piauí,May,5,5229,state
2002,Piauí,Jun,6,4625,state
2002,Piauí,Jul,7,4757,state
2002,Piauí,Aug,8,4801,state
2002,Piauí,Sept,9,4817,state
2002,Piauí,Oct,10,4722,state
2002,Piauí,Nov,11,4444,state
2002,Piauí,Dec,12,4286,state
2003,Piauí,Jan,1,4793,state
2003,Piauí,Feb,2,4238,state
2003,Piauí,Mar,3,4848,state
2003,Piauí,Apr,4,4919,state
2003,Piauí,May,5,4946,state
2003,Piauí,Jun,6,4772,state
2003,Piauí,Jul,7,4774,state
2003,Piauí,Aug,8,4473,state
2003,Piauí,Sept,9,4482,state
2003,Piauí,Oct,10,4387,state
2003,Piauí,Nov,11,4253,state
2003,Piauí,Dec,12,4220,state
2004,Piauí,Jan,1,4474,state
2004,Piauí,Feb,2,4245,state
2004,Piauí,Mar,3,4771,state
2004,Piauí,Apr,4,4877,state
2004,Piauí,May,5,4933,state
2004,Piauí,Jun,6,4682,state
2004,Piauí,Jul,7,4558,state
2004,Piauí,Aug,8,4733,state
2004,Piauí,Sept,9,4683,state
2004,Piauí,Oct,10,4561,state
2004,Piauí,Nov,11,4159,state
2004,Piauí,Dec,12,4071,state
2005,Piauí,Jan,1,4468,state
2005,Piauí,Feb,2,4173,state
2005,Piauí,Mar,3,4961,state
2005,Piauí,Apr,4,4990,state
2005,Piauí,May,5,5164,state
2005,Piauí,Jun,6,4882,state
2005,Piauí,Jul,7,4861,state
2005,Piauí,Aug,8,4874,state
2005,Piauí,Sept,9,4960,state
2005,Piauí,Oct,10,4911,state
2005,Piauí,Nov,11,4415,state
2005,Piauí,Dec,12,4207,state
2006,Piauí,Jan,1,4540,state
2006,Piauí,Feb,2,4134,state
2006,Piauí,Mar,3,4924,state
2006,Piauí,Apr,4,4760,state
2006,Piauí,May,5,5116,state
2006,Piauí,Jun,6,4657,state
2006,Piauí,Jul,7,4573,state
2006,Piauí,Aug,8,4602,state
2006,Piauí,Sept,9,4701,state
2006,Piauí,Oct,10,4596,state
2006,Piauí,Nov,11,4364,state
2006,Piauí,Dec,12,4375,state
2007,Piauí,Jan,1,4509,state
2007,Piauí,Feb,2,3974,state
2007,Piauí,Mar,3,4785,state
2007,Piauí,Apr,4,4686,state
2007,Piauí,May,5,4836,state
2007,Piauí,Jun,6,4502,state
2007,Piauí,Jul,7,4587,state
2007,Piauí,Aug,8,4303,state
2007,Piauí,Sept,9,4333,state
2007,Piauí,Oct,10,4288,state
2007,Piauí,Nov,11,4090,state
2007,Piauí,Dec,12,4321,state
2008,Piauí,Jan,1,4344,state
2008,Piauí,Feb,2,4038,state
2008,Piauí,Mar,3,4416,state
2008,Piauí,Apr,4,4347,state
2008,Piauí,May,5,4624,state
2008,Piauí,Jun,6,4426,state
2008,Piauí,Jul,7,4315,state
2008,Piauí,Aug,8,4328,state
2008,Piauí,Sept,9,4535,state
2008,Piauí,Oct,10,4556,state
2008,Piauí,Nov,11,4283,state
2008,Piauí,Dec,12,4452,state
2009,Piauí,Jan,1,4379,state
2009,Piauí,Feb,2,3923,state
2009,Piauí,Mar,3,4788,state
2009,Piauí,Apr,4,4438,state
2009,Piauí,May,5,4495,state
2009,Piauí,Jun,6,4341,state
2009,Piauí,Jul,7,4097,state
2009,Piauí,Aug,8,3959,state
2009,Piauí,Sept,9,4345,state
2009,Piauí,Oct,10,4144,state
2009,Piauí,Nov,11,4068,state
2009,Piauí,Dec,12,4019,state
2010,Piauí,Jan,1,4140,state
2010,Piauí,Feb,2,3602,state
2010,Piauí,Mar,3,4426,state
2010,Piauí,Apr,4,4081,state
2010,Piauí,May,5,4282,state
2010,Piauí,Jun,6,4105,state
2010,Piauí,Jul,7,4215,state
2010,Piauí,Aug,8,4084,state
2010,Piauí,Sept,9,4380,state
2010,Piauí,Oct,10,4441,state
2010,Piauí,Nov,11,3844,state
2010,Piauí,Dec,12,3824,state
2011,Piauí,Jan,1,4016,state
2011,Piauí,Feb,2,3735,state
2011,Piauí,Mar,3,4447,state
2011,Piauí,Apr,4,4390,state
2011,Piauí,May,5,4630,state
2011,Piauí,Jun,6,4421,state
2011,Piauí,Jul,7,4241,state
2011,Piauí,Aug,8,3957,state
2011,Piauí,Sept,9,4260,state
2011,Piauí,Oct,10,4122,state
2011,Piauí,Nov,11,4025,state
2011,Piauí,Dec,12,3900,state
2012,Piauí,Jan,1,4107,state
2012,Piauí,Feb,2,3740,state
2012,Piauí,Mar,3,4083,state
2012,Piauí,Apr,4,4107,state
2012,Piauí,May,5,4112,state
2012,Piauí,Jun,6,3787,state
2012,Piauí,Jul,7,4004,state
2012,Piauí,Aug,8,3975,state
2012,Piauí,Sept,9,4097,state
2012,Piauí,Oct,10,4038,state
2012,Piauí,Nov,11,3963,state
2012,Piauí,Dec,12,3949,state
2013,Piauí,Jan,1,3773,state
2013,Piauí,Feb,2,3435,state
2013,Piauí,Mar,3,3898,state
2013,Piauí,Apr,4,3929,state
2013,Piauí,May,5,4297,state
2013,Piauí,Jun,6,3996,state
2013,Piauí,Jul,7,4035,state
2013,Piauí,Aug,8,3787,state
2013,Piauí,Sept,9,4118,state
2013,Piauí,Oct,10,3946,state
2013,Piauí,Nov,11,3610,state
2013,Piauí,Dec,12,3595,state
2014,Piauí,Jan,1,3667,state
2014,Piauí,Feb,2,3537,state
2014,Piauí,Mar,3,3956,state
2014,Piauí,Apr,4,4206,state
2014,Piauí,May,5,4221,state
2014,Piauí,Jun,6,3831,state
2014,Piauí,Jul,7,4051,state
2014,Piauí,Aug,8,4018,state
2014,Piauí,Sept,9,4414,state
2014,Piauí,Oct,10,4038,state
2014,Piauí,Nov,11,4036,state
2014,Piauí,Dec,12,3966,state
2015,Piauí,Jan,1,3956,state
2015,Piauí,Feb,2,3716,state
2015,Piauí,Mar,3,4270,state
2015,Piauí,Apr,4,4235,state
2015,Piauí,May,5,4265,state
2015,Piauí,Jun,6,4079,state
2015,Piauí,Jul,7,4100,state
2015,Piauí,Aug,8,4108,state
2015,Piauí,Sept,9,4447,state
2015,Piauí,Oct,10,4253,state
2015,Piauí,Nov,11,3947,state
2015,Piauí,Dec,12,3877,state
2016,Piauí,Jan,1,3868,state
2016,Piauí,Feb,2,3790,state
2016,Piauí,Mar,3,4189,state
2016,Piauí,Apr,4,4155,state
2016,Piauí,May,5,4313,state
2016,Piauí,Jun,6,4077,state
2000,Rio de Janeiro,Jan,1,20225,state
2000,Rio de Janeiro,Feb,2,22722,state
2000,Rio de Janeiro,Mar,3,23858,state
2000,Rio de Janeiro,Apr,4,22641,state
2000,Rio de Janeiro,May,5,23970,state
2000,Rio de Janeiro,Jun,6,22069,state
2000,Rio de Janeiro,Jul,7,22605,state
2000,Rio de Janeiro,Aug,8,22226,state
2000,Rio de Janeiro,Sept,9,20474,state
2000,Rio de Janeiro,Oct,10,19662,state
2000,Rio de Janeiro,Nov,11,18969,state
2000,Rio de Janeiro,Dec,12,19697,state
2001,Rio de Janeiro,Jan,1,21055,state
2001,Rio de Janeiro,Feb,2,19921,state
2001,Rio de Janeiro,Mar,3,23302,state
2001,Rio de Janeiro,Apr,4,21657,state
2001,Rio de Janeiro,May,5,22692,state
2001,Rio de Janeiro,Jun,6,20595,state
2001,Rio de Janeiro,Jul,7,20116,state
2001,Rio de Janeiro,Aug,8,19429,state
2001,Rio de Janeiro,Sept,9,18805,state
2001,Rio de Janeiro,Oct,10,18349,state
2001,Rio de Janeiro,Nov,11,17635,state
2001,Rio de Janeiro,Dec,12,18804,state
2002,Rio de Janeiro,Jan,1,20427,state
2002,Rio de Janeiro,Feb,2,19307,state
2002,Rio de Janeiro,Mar,3,21724,state
2002,Rio de Janeiro,Apr,4,21385,state
2002,Rio de Janeiro,May,5,21947,state
2002,Rio de Janeiro,Jun,6,20120,state
2002,Rio de Janeiro,Jul,7,20587,state
2002,Rio de Janeiro,Aug,8,18411,state
2002,Rio de Janeiro,Sept,9,17146,state
2002,Rio de Janeiro,Oct,10,17108,state
2002,Rio de Janeiro,Nov,11,16400,state
2002,Rio de Janeiro,Dec,12,17670,state
2003,Rio de Janeiro,Jan,1,19691,state
2003,Rio de Janeiro,Feb,2,19063,state
2003,Rio de Janeiro,Mar,3,20862,state
2003,Rio de Janeiro,Apr,4,20693,state
2003,Rio de Janeiro,May,5,21513,state
2003,Rio de Janeiro,Jun,6,20686,state
2003,Rio de Janeiro,Jul,7,20326,state
2003,Rio de Janeiro,Aug,8,18604,state
2003,Rio de Janeiro,Sept,9,17957,state
2003,Rio de Janeiro,Oct,10,17734,state
2003,Rio de Janeiro,Nov,11,16847,state
2003,Rio de Janeiro,Dec,12,18279,state
2004,Rio de Janeiro,Jan,1,20251,state
2004,Rio de Janeiro,Feb,2,19181,state
2004,Rio de Janeiro,Mar,3,21532,state
2004,Rio de Janeiro,Apr,4,20413,state
2004,Rio de Janeiro,May,5,20853,state
2004,Rio de Janeiro,Jun,6,19964,state
2004,Rio de Janeiro,Jul,7,19096,state
2004,Rio de Janeiro,Aug,8,18266,state
2004,Rio de Janeiro,Sept,9,17863,state
2004,Rio de Janeiro,Oct,10,17205,state
2004,Rio de Janeiro,Nov,11,17431,state
2004,Rio de Janeiro,Dec,12,17846,state
2005,Rio de Janeiro,Jan,1,18434,state
2005,Rio de Janeiro,Feb,2,17951,state
2005,Rio de Janeiro,Mar,3,21441,state
2005,Rio de Janeiro,Apr,4,20355,state
2005,Rio de Janeiro,May,5,21178,state
2005,Rio de Janeiro,Jun,6,19173,state
2005,Rio de Janeiro,Jul,7,18552,state
2005,Rio de Janeiro,Aug,8,18069,state
2005,Rio de Janeiro,Sept,9,17570,state
2005,Rio de Janeiro,Oct,10,17151,state
2005,Rio de Janeiro,Nov,11,16419,state
2005,Rio de Janeiro,Dec,12,16801,state
2006,Rio de Janeiro,Jan,1,17598,state
2006,Rio de Janeiro,Feb,2,17074,state
2006,Rio de Janeiro,Mar,3,20499,state
2006,Rio de Janeiro,Apr,4,19822,state
2006,Rio de Janeiro,May,5,20391,state
2006,Rio de Janeiro,Jun,6,18850,state
2006,Rio de Janeiro,Jul,7,18289,state
2006,Rio de Janeiro,Aug,8,18097,state
2006,Rio de Janeiro,Sept,9,17854,state
2006,Rio de Janeiro,Oct,10,17488,state
2006,Rio de Janeiro,Nov,11,16016,state
2006,Rio de Janeiro,Dec,12,16457,state
2007,Rio de Janeiro,Jan,1,18492,state
2007,Rio de Janeiro,Feb,2,18305,state
2007,Rio de Janeiro,Mar,3,20842,state
2007,Rio de Janeiro,Apr,4,19508,state
2007,Rio de Janeiro,May,5,19489,state
2007,Rio de Janeiro,Jun,6,18586,state
2007,Rio de Janeiro,Jul,7,18302,state
2007,Rio de Janeiro,Aug,8,17307,state
2007,Rio de Janeiro,Sept,9,16664,state
2007,Rio de Janeiro,Oct,10,16675,state
2007,Rio de Janeiro,Nov,11,15835,state
2007,Rio de Janeiro,Dec,12,16871,state
2008,Rio de Janeiro,Jan,1,17913,state
2008,Rio de Janeiro,Feb,2,16642,state
2008,Rio de Janeiro,Mar,3,18712,state
2008,Rio de Janeiro,Apr,4,18753,state
2008,Rio de Janeiro,May,5,19292,state
2008,Rio de Janeiro,Jun,6,18619,state
2008,Rio de Janeiro,Jul,7,19031,state
2008,Rio de Janeiro,Aug,8,17345,state
2008,Rio de Janeiro,Sept,9,17764,state
2008,Rio de Janeiro,Oct,10,17421,state
2008,Rio de Janeiro,Nov,11,16232,state
2008,Rio de Janeiro,Dec,12,18120,state
2009,Rio de Janeiro,Jan,1,18632,state
2009,Rio de Janeiro,Feb,2,18033,state
2009,Rio de Janeiro,Mar,3,20582,state
2009,Rio de Janeiro,Apr,4,19839,state
2009,Rio de Janeiro,May,5,18480,state
2009,Rio de Janeiro,Jun,6,17729,state
2009,Rio de Janeiro,Jul,7,18339,state
2009,Rio de Janeiro,Aug,8,17474,state
2009,Rio de Janeiro,Sept,9,18616,state
2009,Rio de Janeiro,Oct,10,16349,state
2009,Rio de Janeiro,Nov,11,15456,state
2009,Rio de Janeiro,Dec,12,17096,state
2010,Rio de Janeiro,Jan,1,19091,state
2010,Rio de Janeiro,Feb,2,17593,state
2010,Rio de Janeiro,Mar,3,20637,state
2010,Rio de Janeiro,Apr,4,18601,state
2010,Rio de Janeiro,May,5,18900,state
2010,Rio de Janeiro,Jun,6,18193,state
2010,Rio de Janeiro,Jul,7,18451,state
2010,Rio de Janeiro,Aug,8,16758,state
2010,Rio de Janeiro,Sept,9,16665,state
2010,Rio de Janeiro,Oct,10,16193,state
2010,Rio de Janeiro,Nov,11,16130,state
2010,Rio de Janeiro,Dec,12,18050,state
2011,Rio de Janeiro,Jan,1,19258,state
2011,Rio de Janeiro,Feb,2,18670,state
2011,Rio de Janeiro,Mar,3,21661,state
2011,Rio de Janeiro,Apr,4,19452,state
2011,Rio de Janeiro,May,5,20158,state
2011,Rio de Janeiro,Jun,6,19246,state
2011,Rio de Janeiro,Jul,7,18658,state
2011,Rio de Janeiro,Aug,8,17773,state
2011,Rio de Janeiro,Sept,9,16245,state
2011,Rio de Janeiro,Oct,10,15790,state
2011,Rio de Janeiro,Nov,11,15937,state
2011,Rio de Janeiro,Dec,12,17755,state
2012,Rio de Janeiro,Jan,1,18153,state
2012,Rio de Janeiro,Feb,2,18433,state
2012,Rio de Janeiro,Mar,3,21297,state
2012,Rio de Janeiro,Apr,4,19451,state
2012,Rio de Janeiro,May,5,19858,state
2012,Rio de Janeiro,Jun,6,18739,state
2012,Rio de Janeiro,Jul,7,18757,state
2012,Rio de Janeiro,Aug,8,18014,state
2012,Rio de Janeiro,Sept,9,17788,state
2012,Rio de Janeiro,Oct,10,18057,state
2012,Rio de Janeiro,Nov,11,16695,state
2012,Rio de Janeiro,Dec,12,17617,state
2013,Rio de Janeiro,Jan,1,18932,state
2013,Rio de Janeiro,Feb,2,18168,state
2013,Rio de Janeiro,Mar,3,19431,state
2013,Rio de Janeiro,Apr,4,19827,state
2013,Rio de Janeiro,May,5,20897,state
2013,Rio de Janeiro,Jun,6,18861,state
2013,Rio de Janeiro,Jul,7,19367,state
2013,Rio de Janeiro,Aug,8,18531,state
2013,Rio de Janeiro,Sept,9,17652,state
2013,Rio de Janeiro,Oct,10,17769,state
2013,Rio de Janeiro,Nov,11,16764,state
2013,Rio de Janeiro,Dec,12,17832,state
2014,Rio de Janeiro,Jan,1,20164,state
2014,Rio de Janeiro,Feb,2,19736,state
2014,Rio de Janeiro,Mar,3,20651,state
2014,Rio de Janeiro,Apr,4,20533,state
2014,Rio de Janeiro,May,5,20813,state
2014,Rio de Janeiro,Jun,6,19465,state
2014,Rio de Janeiro,Jul,7,20281,state
2014,Rio de Janeiro,Aug,8,18901,state
2014,Rio de Janeiro,Sept,9,18788,state
2014,Rio de Janeiro,Oct,10,17184,state
2014,Rio de Janeiro,Nov,11,17479,state
2014,Rio de Janeiro,Dec,12,19589,state
2015,Rio de Janeiro,Jan,1,20539,state
2015,Rio de Janeiro,Feb,2,19413,state
2015,Rio de Janeiro,Mar,3,22150,state
2015,Rio de Janeiro,Apr,4,20887,state
2015,Rio de Janeiro,May,5,20981,state
2015,Rio de Janeiro,Jun,6,19886,state
2015,Rio de Janeiro,Jul,7,19858,state
2015,Rio de Janeiro,Aug,8,19049,state
2015,Rio de Janeiro,Sept,9,19115,state
2015,Rio de Janeiro,Oct,10,18158,state
2015,Rio de Janeiro,Nov,11,17538,state
2015,Rio de Janeiro,Dec,12,19386,state
2016,Rio de Janeiro,Jan,1,19798,state
2016,Rio de Janeiro,Feb,2,19353,state
2016,Rio de Janeiro,Mar,3,21236,state
2016,Rio de Janeiro,Apr,4,20082,state
2016,Rio de Janeiro,May,5,20311,state
2016,Rio de Janeiro,Jun,6,18946,state
2000,Rio Grande do Norte,Jan,1,4797,state
2000,Rio Grande do Norte,Feb,2,4528,state
2000,Rio Grande do Norte,Mar,3,5182,state
2000,Rio Grande do Norte,Apr,4,4991,state
2000,Rio Grande do Norte,May,5,5096,state
2000,Rio Grande do Norte,Jun,6,4652,state
2000,Rio Grande do Norte,Jul,7,4955,state
2000,Rio Grande do Norte,Aug,8,4870,state
2000,Rio Grande do Norte,Sept,9,4821,state
2000,Rio Grande do Norte,Oct,10,4741,state
2000,Rio Grande do Norte,Nov,11,4221,state
2000,Rio Grande do Norte,Dec,12,3590,state
