year,location,month,month.number,births,location.type
2000,Acre,Jan,1,1247,state
2000,Acre,Feb,2,1262,state
2000,Acre,Mar,3,1289,state
2000,Acre,Apr,4,1277,state
2000,Acre,May,5,1428,state
2000,Acre,Jun,6,1258,state
2000,Acre,Jul,7,1224,state
2000,Acre,Aug,8,1328,state
2000,Acre,Sept,9,1276,state
2000,Acre,Oct,10,1282,state
2000,Acre,Nov,11,1274,state
2000,Acre,Dec,12,1083,state
2001,Acre,Jan,1,1240,state
2001,Acre,Feb,2,1067,state
2001,Acre,Mar,3,1262,state
2001,Acre,Apr,4,1360,state
2001,Acre,May,5,1360,state
2001,Acre,Jun,6,1189,state
2001,Acre,Jul,7,1248,state
2001,Acre,Aug,8,1219,state
2001,Acre,Sept,9,1215,state
2001,Acre,Oct,10,1406,state
2001,Acre,Nov,11,1178,state
2001,Acre,Dec,12,1155,state
2002,Acre,Jan,1,1343,state
2002,Acre,Feb,2,1261,state
2002,Acre,Mar,3,1389,state
2002,Acre,Apr,4,1155,state
2002,Acre,May,5,1408,state
2002,Acre,Jun,6,1437,state
2002,Acre,Jul,7,1346,state
2002,Acre,Aug,8,1246,state
2002,Acre,Sept,9,1404,state
2002,Acre,Oct,10,1345,state
2002,Acre,Nov,11,1269,state
2002,Acre,Dec,12,1238,state
2003,Acre,Jan,1,1428,state
2003,Acre,Feb,2,1231,state
2003,Acre,Mar,3,1513,state
2003,Acre,Apr,4,1430,state
2003,Acre,May,5,1552,state
2003,Acre,Jun,6,1395,state
2003,Acre,Jul,7,1294,state
2003,Acre,Aug,8,1336,state
2003,Acre,Sept,9,1289,state
2003,Acre,Oct,10,1211,state
2003,Acre,Nov,11,1187,state
2003,Acre,Dec,12,1120,state
2004,Acre,Jan,1,1470,state
2004,Acre,Feb,2,1348,state
2004,Acre,Mar,3,1452,state
2004,Acre,Apr,4,1490,state
2004,Acre,May,5,1606,state
2004,Acre,Jun,6,1414,state
2004,Acre,Jul,7,1386,state
2004,Acre,Aug,8,1309,state
2004,Acre,Sept,9,1252,state
2004,Acre,Oct,10,1341,state
2004,Acre,Nov,11,1333,state
2004,Acre,Dec,12,1183,state
2005,Acre,Jan,1,1385,state
2005,Acre,Feb,2,1328,state
2005,Acre,Mar,3,1720,state
2005,Acre,Apr,4,1584,state
2005,Acre,May,5,1632,state
2005,Acre,Jun,6,1538,state
2005,Acre,Jul,7,1417,state
2005,Acre,Aug,8,1458,state
2005,Acre,Sept,9,1461,state
2005,Acre,Oct,10,1467,state
2005,Acre,Nov,11,1308,state
2005,Acre,Dec,12,1184,state
2006,Acre,Jan,1,1300,state
2006,Acre,Feb,2,1292,state
2006,Acre,Mar,3,1478,state
2006,Acre,Apr,4,1563,state
2006,Acre,May,5,1599,state
2006,Acre,Jun,6,1482,state
2006,Acre,Jul,7,1422,state
2006,Acre,Aug,8,1473,state
2006,Acre,Sept,9,1402,state
2006,Acre,Oct,10,1198,state
2006,Acre,Nov,11,1064,state
2006,Acre,Dec,12,1175,state
2007,Acre,Jan,1,1440,state
2007,Acre,Feb,2,1452,state
2007,Acre,Mar,3,1557,state
2007,Acre,Apr,4,1406,state
2007,Acre,May,5,1435,state
2007,Acre,Jun,6,1283,state
2007,Acre,Jul,7,1267,state
2007,Acre,Aug,8,1305,state
2007,Acre,Sept,9,1313,state
2007,Acre,Oct,10,1194,state
2007,Acre,Nov,11,1166,state
2007,Acre,Dec,12,1365,state
2008,Acre,Jan,1,1388,state
2008,Acre,Feb,2,1457,state
2008,Acre,Mar,3,1554,state
2008,Acre,Apr,4,1542,state
2008,Acre,May,5,1617,state
2008,Acre,Jun,6,1501,state
2008,Acre,Jul,7,1465,state
2008,Acre,Aug,8,1494,state
2008,Acre,Sept,9,1491,state
2008,Acre,Oct,10,1496,state
2008,Acre,Nov,11,1476,state
2008,Acre,Dec,12,1513,state
2009,Acre,Jan,1,1453,state
2009,Acre,Feb,2,1369,state
2009,Acre,Mar,3,1542,state
2009,Acre,Apr,4,1482,state
2009,Acre,May,5,1489,state
2009,Acre,Jun,6,1390,state
2009,Acre,Jul,7,1338,state
2009,Acre,Aug,8,1333,state
2009,Acre,Sept,9,1405,state
2009,Acre,Oct,10,1381,state
2009,Acre,Nov,11,1379,state
2009,Acre,Dec,12,1331,state
2010,Acre,Jan,1,1303,state
2010,Acre,Feb,2,1185,state
2010,Acre,Mar,3,1534,state
2010,Acre,Apr,4,1530,state
2010,Acre,May,5,1410,state
2010,Acre,Jun,6,1355,state
2010,Acre,Jul,7,1372,state
2010,Acre,Aug,8,1373,state
2010,Acre,Sept,9,1386,state
2010,Acre,Oct,10,1475,state
2010,Acre,Nov,11,1296,state
2010,Acre,Dec,12,1276,state
2011,Acre,Jan,1,1409,state
2011,Acre,Feb,2,1306,state
2011,Acre,Mar,3,1514,state
2011,Acre,Apr,4,1522,state
2011,Acre,May,5,1742,state
2011,Acre,Jun,6,1473,state
2011,Acre,Jul,7,1485,state
2011,Acre,Aug,8,1455,state
2011,Acre,Sept,9,1427,state
2011,Acre,Oct,10,1540,state
2011,Acre,Nov,11,1494,state
2011,Acre,Dec,12,1450,state
2012,Acre,Jan,1,1462,state
2012,Acre,Feb,2,1275,state
2012,Acre,Mar,3,1495,state
2012,Acre,Apr,4,1379,state
2012,Acre,May,5,1406,state
2012,Acre,Jun,6,1353,state
2012,Acre,Jul,7,1374,state
2012,Acre,Aug,8,1257,state
2012,Acre,Sept,9,1391,state
2012,Acre,Oct,10,1458,state
2012,Acre,Nov,11,1428,state
2012,Acre,Dec,12,1422,state
2013,Acre,Jan,1,1429,state
2013,Acre,Feb,2,1353,state
2013,Acre,Mar,3,1500,state
2013,Acre,Apr,4,1450,state
2013,Acre,May,5,1554,state
2013,Acre,Jun,6,1366,state
2013,Acre,Jul,7,1417,state
2013,Acre,Aug,8,1458,state
2013,Acre,Sept,9,1453,state
2013,Acre,Oct,10,1458,state
2013,Acre,Nov,11,1293,state
2013,Acre,Dec,12,1344,state
2014,Acre,Jan,1,1382,state
2014,Acre,Feb,2,1305,state
2014,Acre,Mar,3,1446,state
2014,Acre,Apr,4,1428,state
2014,Acre,May,5,1592,state
2014,Acre,Jun,6,1487,state
2014,Acre,Jul,7,1458,state
2014,Acre,Aug,8,1433,state
2014,Acre,Sept,9,1407,state
2014,Acre,Oct,10,1402,state
2014,Acre,Nov,11,1378,state
2014,Acre,Dec,12,1421,state
2015,Acre,Jan,1,1370,state
2015,Acre,Feb,2,1333,state
2015,Acre,Mar,3,1528,state
2015,Acre,Apr,4,1470,state
2015,Acre,May,5,1516,state
2015,Acre,Jun,6,1397,state
2015,Acre,Jul,7,1328,state
2015,Acre,Aug,8,1369,state
2015,Acre,Sept,9,1442,state
2015,Acre,Oct,10,1422,state
2015,Acre,Nov,11,1401,state
2015,Acre,Dec,12,1404,state
2016,Acre,Jan,1,1393,state
2016,Acre,Feb,2,1369,state
2016,Acre,Mar,3,1334,state
2016,Acre,Apr,4,1382,state
2016,Acre,May,5,1334,state
2016,Acre,Jun,6,1268,state
2000,Alagoas,Jan,1,5455,state
2000,Alagoas,Feb,2,4976,state
2000,Alagoas,Mar,3,5674,state
2000,Alagoas,Apr,4,5663,state
2000,Alagoas,May,5,6384,state
2000,Alagoas,Jun,6,5634,state
2000,Alagoas,Jul,7,5833,state
2000,Alagoas,Aug,8,5406,state
2000,Alagoas,Sept,9,5122,state
2000,Alagoas,Oct,10,5393,state
2000,Alagoas,Nov,11,5116,state
2000,Alagoas,Dec,12,5107,state
2001,Alagoas,Jan,1,5429,state
2001,Alagoas,Feb,2,4830,state
2001,Alagoas,Mar,3,6117,state
2001,Alagoas,Apr,4,6066,state
2001,Alagoas,May,5,6412,state
2001,Alagoas,Jun,6,5806,state
2001,Alagoas,Jul,7,5886,state
2001,Alagoas,Aug,8,5599,state
2001,Alagoas,Sept,9,5535,state
2001,Alagoas,Oct,10,5710,state
2001,Alagoas,Nov,11,5299,state
2001,Alagoas,Dec,12,5116,state
2002,Alagoas,Jan,1,5525,state
2002,Alagoas,Feb,2,5060,state
2002,Alagoas,Mar,3,6001,state
2002,Alagoas,Apr,4,5685,state
2002,Alagoas,May,5,6058,state
2002,Alagoas,Jun,6,5567,state
2002,Alagoas,Jul,7,5479,state
2002,Alagoas,Aug,8,5166,state
2002,Alagoas,Sept,9,4962,state
2002,Alagoas,Oct,10,5045,state
2002,Alagoas,Nov,11,4829,state
2002,Alagoas,Dec,12,5080,state
2003,Alagoas,Jan,1,5413,state
2003,Alagoas,Feb,2,5090,state
2003,Alagoas,Mar,3,5843,state
2003,Alagoas,Apr,4,5626,state
2003,Alagoas,May,5,5926,state
2003,Alagoas,Jun,6,5537,state
2003,Alagoas,Jul,7,5411,state
2003,Alagoas,Aug,8,5185,state
2003,Alagoas,Sept,9,5020,state
2003,Alagoas,Oct,10,4742,state
2003,Alagoas,Nov,11,4616,state
2003,Alagoas,Dec,12,4623,state
2004,Alagoas,Jan,1,4781,state
2004,Alagoas,Feb,2,4517,state
2004,Alagoas,Mar,3,5401,state
2004,Alagoas,Apr,4,5387,state
2004,Alagoas,May,5,5720,state
2004,Alagoas,Jun,6,5148,state
2004,Alagoas,Jul,7,5183,state
2004,Alagoas,Aug,8,4862,state
2004,Alagoas,Sept,9,4880,state
2004,Alagoas,Oct,10,4678,state
2004,Alagoas,Nov,11,4493,state
2004,Alagoas,Dec,12,4208,state
2005,Alagoas,Jan,1,4697,state
2005,Alagoas,Feb,2,4477,state
2005,Alagoas,Mar,3,5780,state
2005,Alagoas,Apr,4,5460,state
2005,Alagoas,May,5,5803,state
2005,Alagoas,Jun,6,5326,state
2005,Alagoas,Jul,7,5340,state
2005,Alagoas,Aug,8,5083,state
2005,Alagoas,Sept,9,4992,state
2005,Alagoas,Oct,10,4893,state
2005,Alagoas,Nov,11,4517,state
2005,Alagoas,Dec,12,4294,state
2006,Alagoas,Jan,1,4633,state
2006,Alagoas,Feb,2,4309,state
2006,Alagoas,Mar,3,5137,state
2006,Alagoas,Apr,4,4914,state
2006,Alagoas,May,5,5581,state
2006,Alagoas,Jun,6,5027,state
2006,Alagoas,Jul,7,4908,state
2006,Alagoas,Aug,8,4900,state
2006,Alagoas,Sept,9,4663,state
2006,Alagoas,Oct,10,4818,state
2006,Alagoas,Nov,11,4386,state
2006,Alagoas,Dec,12,4234,state
2007,Alagoas,Jan,1,4483,state
2007,Alagoas,Feb,2,4298,state
2007,Alagoas,Mar,3,5497,state
2007,Alagoas,Apr,4,5012,state
2007,Alagoas,May,5,5275,state
2007,Alagoas,Jun,6,4964,state
2007,Alagoas,Jul,7,5079,state
2007,Alagoas,Aug,8,4777,state
2007,Alagoas,Sept,9,4515,state
2007,Alagoas,Oct,10,4789,state
2007,Alagoas,Nov,11,4391,state
2007,Alagoas,Dec,12,4326,state
2008,Alagoas,Jan,1,4662,state
2008,Alagoas,Feb,2,4379,state
2008,Alagoas,Mar,3,4973,state
2008,Alagoas,Apr,4,5051,state
2008,Alagoas,May,5,5283,state
2008,Alagoas,Jun,6,4992,state
2008,Alagoas,Jul,7,5032,state
2008,Alagoas,Aug,8,4975,state
2008,Alagoas,Sept,9,4926,state
2008,Alagoas,Oct,10,4877,state
2008,Alagoas,Nov,11,4460,state
2008,Alagoas,Dec,12,4466,state
2009,Alagoas,Jan,1,4545,state
2009,Alagoas,Feb,2,4133,state
2009,Alagoas,Mar,3,5203,state
2009,Alagoas,Apr,4,5073,state
2009,Alagoas,May,5,5015,state
2009,Alagoas,Jun,6,4790,state
2009,Alagoas,Jul,7,4579,state
2009,Alagoas,Aug,8,4430,state
2009,Alagoas,Sept,9,4626,state
2009,Alagoas,Oct,10,4497,state
2009,Alagoas,Nov,11,4261,state
2009,Alagoas,Dec,12,4319,state
2010,Alagoas,Jan,1,4178,state
2010,Alagoas,Feb,2,4123,state
2010,Alagoas,Mar,3,4868,state
2010,Alagoas,Apr,4,4782,state
2010,Alagoas,May,5,5138,state
2010,Alagoas,Jun,6,4633,state
2010,Alagoas,Jul,7,4725,state
2010,Alagoas,Aug,8,4614,state
2010,Alagoas,Sept,9,4686,state
2010,Alagoas,Oct,10,4280,state
2010,Alagoas,Nov,11,4091,state
2010,Alagoas,Dec,12,4046,state
2011,Alagoas,Jan,1,4135,state
2011,Alagoas,Feb,2,3942,state
2011,Alagoas,Mar,3,4913,state
2011,Alagoas,Apr,4,4870,state
2011,Alagoas,May,5,5277,state
2011,Alagoas,Jun,6,4885,state
2011,Alagoas,Jul,7,4632,state
2011,Alagoas,Aug,8,4466,state
2011,Alagoas,Sept,9,4489,state
2011,Alagoas,Oct,10,4347,state
2011,Alagoas,Nov,11,4146,state
2011,Alagoas,Dec,12,4179,state
2012,Alagoas,Jan,1,4217,state
2012,Alagoas,Feb,2,4276,state
2012,Alagoas,Mar,3,4775,state
2012,Alagoas,Apr,4,4547,state
2012,Alagoas,May,5,4904,state
2012,Alagoas,Jun,6,4449,state
2012,Alagoas,Jul,7,4526,state
2012,Alagoas,Aug,8,4086,state
2012,Alagoas,Sept,9,4355,state
2012,Alagoas,Oct,10,4321,state
2012,Alagoas,Nov,11,3953,state
2012,Alagoas,Dec,12,4101,state
2013,Alagoas,Jan,1,4368,state
2013,Alagoas,Feb,2,4075,state
2013,Alagoas,Mar,3,4693,state
2013,Alagoas,Apr,4,4532,state
2013,Alagoas,May,5,4827,state
2013,Alagoas,Jun,6,4316,state
2013,Alagoas,Jul,7,4564,state
2013,Alagoas,Aug,8,4356,state
2013,Alagoas,Sept,9,4434,state
2013,Alagoas,Oct,10,4216,state
2013,Alagoas,Nov,11,4093,state
2013,Alagoas,Dec,12,4014,state
2014,Alagoas,Jan,1,4105,state
2014,Alagoas,Feb,2,3975,state
2014,Alagoas,Mar,3,4522,state
2014,Alagoas,Apr,4,4447,state
2014,Alagoas,May,5,4894,state
2014,Alagoas,Jun,6,4417,state
2014,Alagoas,Jul,7,4402,state
2014,Alagoas,Aug,8,4213,state
2014,Alagoas,Sept,9,4447,state
2014,Alagoas,Oct,10,4343,state
2014,Alagoas,Nov,11,4087,state
2014,Alagoas,Dec,12,4007,state
2015,Alagoas,Jan,1,4174,state
2015,Alagoas,Feb,2,3876,state
2015,Alagoas,Mar,3,4898,state
2015,Alagoas,Apr,4,4563,state
2015,Alagoas,May,5,4805,state
2015,Alagoas,Jun,6,4489,state
2015,Alagoas,Jul,7,4434,state
2015,Alagoas,Aug,8,4190,state
2015,Alagoas,Sept,9,4378,state
2015,Alagoas,Oct,10,4303,state
2015,Alagoas,Nov,11,4059,state
2015,Alagoas,Dec,12,4088,state
2016,Alagoas,Jan,1,3874,state
2016,Alagoas,Feb,2,3898,state
2016,Alagoas,Mar,3,4380,state
2016,Alagoas,Apr,4,4240,state
2016,Alagoas,May,5,4637,state
2016,Alagoas,Jun,6,4274,state
2000,Amapá,Jan,1,1236,state
2000,Amapá,Feb,2,1148,state
2000,Amapá,Mar,3,1200,state
2000,Amapá,Apr,4,1157,state
2000,Amapá,May,5,1135,state
2000,Amapá,Jun,6,1089,state
2000,Amapá,Jul,7,1077,state
2000,Amapá,Aug,8,1216,state
2000,Amapá,Sept,9,1304,state
2000,Amapá,Oct,10,1325,state
2000,Amapá,Nov,11,1151,state
2000,Amapá,Dec,12,1200,state
2001,Amapá,Jan,1,1197,state
2001,Amapá,Feb,2,1102,state
2001,Amapá,Mar,3,1175,state
2001,Amapá,Apr,4,1172,state
2001,Amapá,May,5,1165,state
2001,Amapá,Jun,6,1159,state
2001,Amapá,Jul,7,1198,state
2001,Amapá,Aug,8,1189,state
2001,Amapá,Sept,9,1301,state
2001,Amapá,Oct,10,1366,state
2001,Amapá,Nov,11,1275,state
2001,Amapá,Dec,12,1310,state
2002,Amapá,Jan,1,1281,state
2002,Amapá,Feb,2,1029,state
2002,Amapá,Mar,3,1155,state
2002,Amapá,Apr,4,1098,state
2002,Amapá,May,5,1177,state
2002,Amapá,Jun,6,1119,state
2002,Amapá,Jul,7,1183,state
2002,Amapá,Aug,8,1185,state
2002,Amapá,Sept,9,1283,state
2002,Amapá,Oct,10,1314,state
2002,Amapá,Nov,11,1235,state
2002,Amapá,Dec,12,1137,state
2003,Amapá,Jan,1,1280,state
2003,Amapá,Feb,2,1082,state
2003,Amapá,Mar,3,1250,state
2003,Amapá,Apr,4,1246,state
2003,Amapá,May,5,1203,state
2003,Amapá,Jun,6,1185,state
2003,Amapá,Jul,7,1298,state
2003,Amapá,Aug,8,1274,state
2003,Amapá,Sept,9,1228,state
2003,Amapá,Oct,10,1263,state
2003,Amapá,Nov,11,1242,state
2003,Amapá,Dec,12,1213,state
2004,Amapá,Jan,1,1158,state
2004,Amapá,Feb,2,1032,state
2004,Amapá,Mar,3,1099,state
2004,Amapá,Apr,4,1119,state
2004,Amapá,May,5,1108,state
2004,Amapá,Jun,6,1090,state
2004,Amapá,Jul,7,1163,state
2004,Amapá,Aug,8,1268,state
2004,Amapá,Sept,9,1301,state
2004,Amapá,Oct,10,1235,state
2004,Amapá,Nov,11,1206,state
2004,Amapá,Dec,12,1192,state
2005,Amapá,Jan,1,1116,state
2005,Amapá,Feb,2,1026,state
2005,Amapá,Mar,3,1217,state
2005,Amapá,Apr,4,1227,state
2005,Amapá,May,5,1186,state
2005,Amapá,Jun,6,1088,state
2005,Amapá,Jul,7,1192,state
2005,Amapá,Aug,8,1272,state
2005,Amapá,Sept,9,1278,state
2005,Amapá,Oct,10,1202,state
2005,Amapá,Nov,11,1226,state
2005,Amapá,Dec,12,1175,state
2006,Amapá,Jan,1,1220,state
2006,Amapá,Feb,2,1068,state
2006,Amapá,Mar,3,1194,state
2006,Amapá,Apr,4,1176,state
2006,Amapá,May,5,1237,state
2006,Amapá,Jun,6,1123,state
2006,Amapá,Jul,7,1290,state
2006,Amapá,Aug,8,1342,state
2006,Amapá,Sept,9,1323,state
2006,Amapá,Oct,10,1279,state
2006,Amapá,Nov,11,1214,state
2006,Amapá,Dec,12,1248,state
2007,Amapá,Jan,1,1293,state
2007,Amapá,Feb,2,1082,state
2007,Amapá,Mar,3,1215,state
2007,Amapá,Apr,4,1125,state
2007,Amapá,May,5,1155,state
2007,Amapá,Jun,6,1143,state
2007,Amapá,Jul,7,1178,state
2007,Amapá,Aug,8,1155,state
2007,Amapá,Sept,9,1282,state
2007,Amapá,Oct,10,1275,state
2007,Amapá,Nov,11,1235,state
2007,Amapá,Dec,12,1287,state
2008,Amapá,Jan,1,1121,state
2008,Amapá,Feb,2,1080,state
2008,Amapá,Mar,3,1182,state
2008,Amapá,Apr,4,1265,state
2008,Amapá,May,5,1291,state
2008,Amapá,Jun,6,1206,state
2008,Amapá,Jul,7,1224,state
2008,Amapá,Aug,8,1364,state
2008,Amapá,Sept,9,1373,state
2008,Amapá,Oct,10,1332,state
2008,Amapá,Nov,11,1355,state
2008,Amapá,Dec,12,1312,state
2009,Amapá,Jan,1,1311,state
2009,Amapá,Feb,2,1227,state
2009,Amapá,Mar,3,1210,state
2009,Amapá,Apr,4,1182,state
2009,Amapá,May,5,1217,state
2009,Amapá,Jun,6,897,state
2009,Amapá,Jul,7,993,state
2009,Amapá,Aug,8,1129,state
2009,Amapá,Sept,9,1341,state
2009,Amapá,Oct,10,1306,state
2009,Amapá,Nov,11,1212,state
2009,Amapá,Dec,12,1273,state
2010,Amapá,Jan,1,1328,state
2010,Amapá,Feb,2,1113,state
2010,Amapá,Mar,3,1285,state
2010,Amapá,Apr,4,1286,state
2010,Amapá,May,5,1153,state
2010,Amapá,Jun,6,1200,state
2010,Amapá,Jul,7,1322,state
2010,Amapá,Aug,8,1273,state
2010,Amapá,Sept,9,1313,state
2010,Amapá,Oct,10,1334,state
2010,Amapá,Nov,11,1213,state
2010,Amapá,Dec,12,1188,state
2011,Amapá,Jan,1,1232,state
2011,Amapá,Feb,2,1128,state
2011,Amapá,Mar,3,1272,state
2011,Amapá,Apr,4,1271,state
2011,Amapá,May,5,1266,state
2011,Amapá,Jun,6,1200,state
2011,Amapá,Jul,7,1297,state
2011,Amapá,Aug,8,1260,state
2011,Amapá,Sept,9,1267,state
2011,Amapá,Oct,10,1375,state
2011,Amapá,Nov,11,1325,state
2011,Amapá,Dec,12,1221,state
2012,Amapá,Jan,1,1309,state
2012,Amapá,Feb,2,1171,state
2012,Amapá,Mar,3,1207,state
2012,Amapá,Apr,4,1149,state
2012,Amapá,May,5,1230,state
2012,Amapá,Jun,6,1104,state
2012,Amapá,Jul,7,1235,state
2012,Amapá,Aug,8,1214,state
2012,Amapá,Sept,9,1281,state
2012,Amapá,Oct,10,1395,state
2012,Amapá,Nov,11,1364,state
2012,Amapá,Dec,12,1236,state
2013,Amapá,Jan,1,1323,state
2013,Amapá,Feb,2,1153,state
2013,Amapá,Mar,3,1231,state
2013,Amapá,Apr,4,1230,state
2013,Amapá,May,5,1244,state
2013,Amapá,Jun,6,1268,state
2013,Amapá,Jul,7,1271,state
2013,Amapá,Aug,8,1356,state
2013,Amapá,Sept,9,1429,state
2013,Amapá,Oct,10,1484,state
2013,Amapá,Nov,11,1362,state
2013,Amapá,Dec,12,1359,state
2014,Amapá,Jan,1,1322,state
2014,Amapá,Feb,2,1172,state
2014,Amapá,Mar,3,1365,state
2014,Amapá,Apr,4,1386,state
2014,Amapá,May,5,1320,state
2014,Amapá,Jun,6,1258,state
2014,Amapá,Jul,7,1286,state
2014,Amapá,Aug,8,1351,state
2014,Amapá,Sept,9,1474,state
2014,Amapá,Oct,10,1444,state
2014,Amapá,Nov,11,1463,state
2014,Amapá,Dec,12,1430,state
2015,Amapá,Jan,1,1369,state
2015,Amapá,Feb,2,1205,state
2015,Amapá,Mar,3,1286,state
2015,Amapá,Apr,4,1268,state
2015,Amapá,May,5,1284,state
2015,Amapá,Jun,6,1279,state
2015,Amapá,Jul,7,1289,state
2015,Amapá,Aug,8,1301,state
2015,Amapá,Sept,9,1391,state
2015,Amapá,Oct,10,1409,state
2015,Amapá,Nov,11,1299,state
2015,Amapá,Dec,12,1370,state
2016,Amapá,Jan,1,1306,state
2016,Amapá,Feb,2,1220,state
2016,Amapá,Mar,3,1316,state
2016,Amapá,Apr,4,1221,state
2016,Amapá,May,5,1215,state
2016,Amapá,Jun,6,1308,state
2000,Amazonas,Jan,1,5671,state
2000,Amazonas,Feb,2,5320,state
2000,Amazonas,Mar,3,5828,state
2000,Amazonas,Apr,4,5452,state
2000,Amazonas,May,5,5584,state
2000,Amazonas,Jun,6,5353,state
2000,Amazonas,Jul,7,5595,state
2000,Amazonas,Aug,8,5733,state
2000,Amazonas,Sept,9,5929,state
2000,Amazonas,Oct,10,6096,state
2000,Amazonas,Nov,11,5723,state
2000,Amazonas,Dec,12,5362,state
2001,Amazonas,Jan,1,5701,state
2001,Amazonas,Feb,2,5306,state
2001,Amazonas,Mar,3,5808,state
2001,Amazonas,Apr,4,5766,state
2001,Amazonas,May,5,5998,state
2001,Amazonas,Jun,6,5612,state
2001,Amazonas,Jul,7,5743,state
2001,Amazonas,Aug,8,5724,state
2001,Amazonas,Sept,9,5945,state
2001,Amazonas,Oct,10,6255,state
2001,Amazonas,Nov,11,6371,state
2001,Amazonas,Dec,12,6023,state
2002,Amazonas,Jan,1,6208,state
2002,Amazonas,Feb,2,5464,state
2002,Amazonas,Mar,3,6087,state
2002,Amazonas,Apr,4,5966,state
2002,Amazonas,May,5,5953,state
2002,Amazonas,Jun,6,5611,state
2002,Amazonas,Jul,7,5827,state
2002,Amazonas,Aug,8,5693,state
2002,Amazonas,Sept,9,5686,state
2002,Amazonas,Oct,10,6096,state
2002,Amazonas,Nov,11,6032,state
2002,Amazonas,Dec,12,6048,state
2003,Amazonas,Jan,1,6163,state
2003,Amazonas,Feb,2,5445,state
2003,Amazonas,Mar,3,6173,state
2003,Amazonas,Apr,4,5711,state
2003,Amazonas,May,5,5985,state
2003,Amazonas,Jun,6,5796,state
2003,Amazonas,Jul,7,6008,state
2003,Amazonas,Aug,8,6009,state
2003,Amazonas,Sept,9,6202,state
2003,Amazonas,Oct,10,5803,state
2003,Amazonas,Nov,11,5811,state
2003,Amazonas,Dec,12,5645,state
2004,Amazonas,Jan,1,6232,state
2004,Amazonas,Feb,2,5591,state
2004,Amazonas,Mar,3,6102,state
2004,Amazonas,Apr,4,5850,state
2004,Amazonas,May,5,5908,state
2004,Amazonas,Jun,6,5905,state
2004,Amazonas,Jul,7,5932,state
2004,Amazonas,Aug,8,5896,state
2004,Amazonas,Sept,9,6280,state
2004,Amazonas,Oct,10,5987,state
2004,Amazonas,Nov,11,5965,state
2004,Amazonas,Dec,12,5697,state
2005,Amazonas,Jan,1,5886,state
2005,Amazonas,Feb,2,5696,state
2005,Amazonas,Mar,3,6769,state
2005,Amazonas,Apr,4,6369,state
2005,Amazonas,May,5,6385,state
2005,Amazonas,Jun,6,6156,state
2005,Amazonas,Jul,7,5949,state
2005,Amazonas,Aug,8,6098,state
2005,Amazonas,Sept,9,6149,state
2005,Amazonas,Oct,10,6161,state
2005,Amazonas,Nov,11,5991,state
2005,Amazonas,Dec,12,5879,state
2006,Amazonas,Jan,1,6196,state
2006,Amazonas,Feb,2,5753,state
2006,Amazonas,Mar,3,6327,state
2006,Amazonas,Apr,4,6239,state
2006,Amazonas,May,5,6216,state
2006,Amazonas,Jun,6,6133,state
2006,Amazonas,Jul,7,6193,state
2006,Amazonas,Aug,8,6426,state
2006,Amazonas,Sept,9,6710,state
2006,Amazonas,Oct,10,6884,state
2006,Amazonas,Nov,11,6341,state
2006,Amazonas,Dec,12,6166,state
2007,Amazonas,Jan,1,6510,state
2007,Amazonas,Feb,2,5797,state
2007,Amazonas,Mar,3,6531,state
2007,Amazonas,Apr,4,6008,state
2007,Amazonas,May,5,6106,state
2007,Amazonas,Jun,6,5930,state
2007,Amazonas,Jul,7,5869,state
2007,Amazonas,Aug,8,6267,state
2007,Amazonas,Sept,9,6443,state
2007,Amazonas,Oct,10,6295,state
2007,Amazonas,Nov,11,5734,state
2007,Amazonas,Dec,12,5979,state
2008,Amazonas,Jan,1,6073,state
2008,Amazonas,Feb,2,5716,state
2008,Amazonas,Mar,3,6429,state
2008,Amazonas,Apr,4,6182,state
2008,Amazonas,May,5,6224,state
2008,Amazonas,Jun,6,5780,state
2008,Amazonas,Jul,7,6162,state
2008,Amazonas,Aug,8,6320,state
2008,Amazonas,Sept,9,6850,state
2008,Amazonas,Oct,10,6601,state
2008,Amazonas,Nov,11,6231,state
2008,Amazonas,Dec,12,6462,state
2009,Amazonas,Jan,1,6360,state
2009,Amazonas,Feb,2,5654,state
2009,Amazonas,Mar,3,6507,state
2009,Amazonas,Apr,4,6115,state
2009,Amazonas,May,5,5987,state
2009,Amazonas,Jun,6,6121,state
2009,Amazonas,Jul,7,6264,state
2009,Amazonas,Aug,8,6379,state
2009,Amazonas,Sept,9,6801,state
2009,Amazonas,Oct,10,6751,state
2009,Amazonas,Nov,11,6422,state
2009,Amazonas,Dec,12,6368,state
2010,Amazonas,Jan,1,6453,state
2010,Amazonas,Feb,2,5981,state
2010,Amazonas,Mar,3,6527,state
2010,Amazonas,Apr,4,6207,state
2010,Amazonas,May,5,5904,state
2010,Amazonas,Jun,6,5656,state
2010,Amazonas,Jul,7,5965,state
2010,Amazonas,Aug,8,6050,state
2010,Amazonas,Sept,9,6491,state
2010,Amazonas,Oct,10,6719,state
2010,Amazonas,Nov,11,6188,state
2010,Amazonas,Dec,12,6047,state
2011,Amazonas,Jan,1,6362,state
2011,Amazonas,Feb,2,5696,state
2011,Amazonas,Mar,3,6503,state
2011,Amazonas,Apr,4,6104,state
2011,Amazonas,May,5,6342,state
2011,Amazonas,Jun,6,5986,state
2011,Amazonas,Jul,7,6175,state
2011,Amazonas,Aug,8,6510,state
2011,Amazonas,Sept,9,6482,state
